taxon	sequenceID	name	genus	scaffold	identity	bitscore	host_species	host_genus	host_family	host_order	host_major_clade	host_middle_clade	host_minor_clade
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Amazona_aestiva_5167	Amazona_aestiva_5167	Amazona_aestiva_5167	Avihepadnavirus	LMAW01000669.1	71.287	144	Amazona_aestiva	Amazona	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Amazona_aestiva_5169	Amazona_aestiva_5169	Amazona_aestiva_5169	Avihepadnavirus	LMAW01002355.1	60.697	189	Amazona_aestiva	Amazona	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Amazona_aestiva_5170	Amazona_aestiva_5170	Amazona_aestiva_5170	Avihepadnavirus	LMAW01001114.1	63.953	119	Amazona_aestiva	Amazona	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Amazona_aestiva_5172	Amazona_aestiva_5172	Amazona_aestiva_5172	Avihepadnavirus	LMAW01000248.1	75.862	91	Amazona_aestiva	Amazona	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Amazona_aestiva_5173	Amazona_aestiva_5173	Amazona_aestiva_5173	Avihepadnavirus	LMAW01002778.1	68.519	86	Amazona_aestiva	Amazona	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Amazona_aestiva_5175	Amazona_aestiva_5175	Amazona_aestiva_5175	Avihepadnavirus	LMAW01000336.1	66.972	166	Amazona_aestiva	Amazona	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Amazona_aestiva_5176	Amazona_aestiva_5176	Amazona_aestiva_5176	Avihepadnavirus	LMAW01002742.1	59.211	97	Amazona_aestiva	Amazona	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Amazona_aestiva_52	Amazona_aestiva_52	Amazona_aestiva_52	Avihepadnavirus	LMAW01002567.1	72.727	70	Amazona_aestiva	Amazona	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Amazona_vittata_2100	Amazona_vittata_2100	Amazona_vittata_2100	Avihepadnavirus	KB287470.1	62.791	67	Amazona_vittata	Amazona	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Amazona_vittata_5178	Amazona_vittata_5178	Amazona_vittata_5178	Avihepadnavirus	KB275756.1	74.257	152	Amazona_vittata	Amazona	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Amazona_vittata_5180	Amazona_vittata_5180	Amazona_vittata_5180	Avihepadnavirus	AOCU01023052.1	63.953	119	Amazona_vittata	Amazona	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Amazona_vittata_5181	Amazona_vittata_5181	Amazona_vittata_5181	Avihepadnavirus	KB272149.1	66.667	84	Amazona_vittata	Amazona	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Amazona_vittata_5183	Amazona_vittata_5183	Amazona_vittata_5183	Avihepadnavirus	KB273016.1	67.89	167	Amazona_vittata	Amazona	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Amazona_vittata_5184	Amazona_vittata_5184	Amazona_vittata_5184	Avihepadnavirus	KB238798.1	61.807	503	Amazona_vittata	Amazona	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Amazona_vittata_5187	Amazona_vittata_5187	Amazona_vittata_5187	Avihepadnavirus	KB272671.1	75.862	91	Amazona_vittata	Amazona	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Ara_macao_108	Ara_macao_108	Ara_macao_108	Avihepadnavirus	KE031078.1	72.727	75	Ara_macao	Ara	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Ara_macao_2146	Ara_macao_2146	Ara_macao_2146	Avihepadnavirus	KE094380.1	69.643	82	Ara_macao	Ara	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Ara_macao_5208	Ara_macao_5208	Ara_macao_5208	Avihepadnavirus	KE103579.1	68.519	84	Ara_macao	Ara	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Ara_macao_5209	Ara_macao_5209	Ara_macao_5209	Avihepadnavirus	KE013572.1	69.231	112	Ara_macao	Ara	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Ara_macao_5213	Ara_macao_5213	Ara_macao_5213	Avihepadnavirus	KE020025.1	64.458	358	Ara_macao	Ara	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Ara_macao_5215	Ara_macao_5215	Ara_macao_5215	Avihepadnavirus	KE033980.1	74.576	92	Ara_macao	Ara	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Ara_macao_5217	Ara_macao_5217	Ara_macao_5217	Avihepadnavirus	KE083745.1	71.91	132	Ara_macao	Ara	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Ara_macao_5219	Ara_macao_5219	Ara_macao_5219	Avihepadnavirus	KE008458.1	64.22	156	Ara_macao	Ara	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Ara_macao_5224	Ara_macao_5224	Ara_macao_5224	Avihepadnavirus	KE095964.1	68.182	96	Ara_macao	Ara	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Ara_macao_98	Ara_macao_98	Ara_macao_98	Avihepadnavirus	KE100367.1	67.347	74	Ara_macao	Ara	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Gallirallus_okinawae_809	Gallirallus_okinawae_809	Gallirallus_okinawae_809	Avihepadnavirus	BDFH01174394.1	66.667	49	Gallirallus_okinawae	Gallirallus	Rallidae	Gruiformes	Neoaves	none	none
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Melopsittacus_undulatus_2592	Melopsittacus_undulatus_2592	Melopsittacus_undulatus_2592	Avihepadnavirus	JH556556	76.471	58	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Melopsittacus_undulatus_5324	Melopsittacus_undulatus_5324	Melopsittacus_undulatus_5324	Avihepadnavirus	JH556527	75.439	90	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Melopsittacus_undulatus_5327	Melopsittacus_undulatus_5327	Melopsittacus_undulatus_5327	Avihepadnavirus	JH556564	64.935	102	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Melopsittacus_undulatus_5329	Melopsittacus_undulatus_5329	Melopsittacus_undulatus_5329	Avihepadnavirus	JH556615	68	81	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Melopsittacus_undulatus_5330	Melopsittacus_undulatus_5330	Melopsittacus_undulatus_5330	Avihepadnavirus	JH556605	81.132	95	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Melopsittacus_undulatus_5331	Melopsittacus_undulatus_5331	Melopsittacus_undulatus_5331	Avihepadnavirus	JH556617	61.321	125	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Melopsittacus_undulatus_5334	Melopsittacus_undulatus_5334	Melopsittacus_undulatus_5334	Avihepadnavirus	JH556609	60.811	90	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Melopsittacus_undulatus_5335	Melopsittacus_undulatus_5335	Melopsittacus_undulatus_5335	Avihepadnavirus	JH556617	65.347	136	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Melopsittacus_undulatus_5338	Melopsittacus_undulatus_5338	Melopsittacus_undulatus_5338	Avihepadnavirus	JH556627	83.108	248	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Nestor_notabilis_5394	Nestor_notabilis_5394	Nestor_notabilis_5394	Avihepadnavirus	scaffold33418	84.577	293	Nestor_notabilis	Nestor	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Nestor_notabilis_5395	Nestor_notabilis_5395	Nestor_notabilis_5395	Avihepadnavirus	C14828811	90.123	297	Nestor_notabilis	Nestor	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Psittacula_krameri_4699	Psittacula_krameri_4699	Psittacula_krameri_4699	Avihepadnavirus	NFZL01002220.1	75.472	88	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Psittacula_krameri_4708	Psittacula_krameri_4708	Psittacula_krameri_4708	Avihepadnavirus	NFZL01002220.1	75.472	88	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Psittacula_krameri_4711	Psittacula_krameri_4711	Psittacula_krameri_4711	Avihepadnavirus	NFZL01000451.1	61.972	94	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Psittacula_krameri_5469	Psittacula_krameri_5469	Psittacula_krameri_5469	Avihepadnavirus	NFZL01001175.1	71.845	155	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Psittacula_krameri_5472	Psittacula_krameri_5472	Psittacula_krameri_5472	Avihepadnavirus	NFZL01001623.1	65.347	139	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Psittacula_krameri_5474	Psittacula_krameri_5474	Psittacula_krameri_5474	Avihepadnavirus	NFZL01000715.1	78.571	93	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Psittacula_krameri_5475	Psittacula_krameri_5475	Psittacula_krameri_5475	Avihepadnavirus	NFZL01014325.1	65.347	137	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Psittacula_krameri_5477	Psittacula_krameri_5477	Psittacula_krameri_5477	Avihepadnavirus	NFZL01001981.1	77.419	108	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Psittacula_krameri_5479	Psittacula_krameri_5479	Psittacula_krameri_5479	Avihepadnavirus	NFZL01001851.1	74.257	154	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Psittacula_krameri_5480	Psittacula_krameri_5480	Psittacula_krameri_5480	Avihepadnavirus	NFZL01000110.1	60.243	538	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Psittacula_krameri_5481	Psittacula_krameri_5481	Psittacula_krameri_5481	Avihepadnavirus	NFZL01000304.1	70.297	163	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Psittacula_krameri_5482	Psittacula_krameri_5482	Psittacula_krameri_5482	Avihepadnavirus	NFZL01001089.1	69.863	105	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/Strigops_habroptila_5518	Strigops_habroptila_5518	Strigops_habroptila_5518	Avihepadnavirus	RXXF01003473.1	100	991	Strigops_habroptila	Strigops	Strigopidae	Psittaciformes	Neoaves	Inopaves	Australiaves
