taxon	sequenceID	name	genus	scaffold	identity	bitscore	host_species	host_genus	host_family	host_order
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Cuculus_canorus_27554	Cuculus_canorus_27554	Cuculus_canorus_27554	Avihepadnavirus	scaffold15	70.857	236	Cuculus canorus	Cuculus	Cuculidae	Cuculiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Diphyllodes_magnificus_5257	Diphyllodes_magnificus_5257	Diphyllodes_magnificus_5257	Avihepadnavirus	RAHO01000055.1	77.778	381	Diphyllodes magnificus	Diphyllodes	Paradisaeidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Egretta_garzetta_27558	Egretta_garzetta_27558	Egretta_garzetta_27558	Avihepadnavirus	scaffold40	58.523	507	Egretta garzetta	Egretta	Ardeidae	Pelecaniformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Empidonax_traillii_27559	Empidonax_traillii_27559	Empidonax_traillii_27559	Avihepadnavirus	PWAB01000589.1	49.371	252	Empidonax traillii	Empidonax	Tyrannidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Eopsaltria_australis_27361	Eopsaltria_australis_27361	Eopsaltria_australis_27361	Avihepadnavirus	QKXG01011186.1	46.461	363	Eopsaltria australis	Eopsaltria	Petroicidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Erythrura_gouldiae_5263	Erythrura_gouldiae_5263	Erythrura_gouldiae_5263	Avihepadnavirus	QUSF01000006.1	66.418	171	Erythrura gouldiae	Erythrura	Estrildidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Eupsittula_pertinax_28648	Eupsittula_pertinax_28648	Eupsittula_pertinax_28648	Avihepadnavirus	WUQE01005468.1	54.651	223	Eupsittula pertinax	Eupsittula	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Eurypyga_helias_27571	Eurypyga_helias_27571	Eurypyga_helias_27571	Avihepadnavirus	scaffold15072	49.464	566	Eurypyga helias	Eurypyga	Eurypygidae	Gruiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Falco_cherrug_27572	Falco_cherrug_27572	Falco_cherrug_27572	Avihepadnavirus	gi|537457958|ref|NW_004994945.1|	41.813	423	Falco cherrug	Falco	Falconidae	Falconiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Falco_peregrinus_27573	Falco_peregrinus_27573	Falco_peregrinus_27573	Avihepadnavirus	scaffold17_1	58.47	177	Falco peregrinus	Falco	Falconidae	Falconiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Ficedula_albicollis_5273	Ficedula_albicollis_5273	Ficedula_albicollis_5273	Avihepadnavirus	JH603207.1	68.794	200	Ficedula albicollis	Ficedula	Muscicapidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Ficedula_albicollis_5274	Ficedula_albicollis_5274	Ficedula_albicollis_5274	Avihepadnavirus	JH603207.1	68.794	200	Ficedula albicollis	Ficedula	Muscicapidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Fulmarus_glacialis_27372	Fulmarus_glacialis_27372	Fulmarus_glacialis_27372	Avihepadnavirus	scaffold36944	62.521	624	Fulmarus glacialis	Fulmarus	Procellariidae	Procellariiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Gallirallus_okinawae_5276	Gallirallus_okinawae_5276	Gallirallus_okinawae_5276	Avihepadnavirus	BDFH01068897.1	45.732	107	Gallirallus okinawae	Gallirallus	Rallidae	Gruiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Gavia_stellata_27579	Gavia_stellata_27579	Gavia_stellata_27579	Avihepadnavirus	scaffold17967	84.556	452	Gavia stellata	Gavia	Gaviidae	Gaviiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Geospiza_fortis_5288	Geospiza_fortis_5288	Geospiza_fortis_5288	Avihepadnavirus	JH740002	56.557	310	Geospiza fortis	Geospiza	Thraupidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Grus_japonensis_27583	Grus_japonensis_27583	Grus_japonensis_27583	Avihepadnavirus	BDFG01003452.1	58.5	388	Grus japonensis	Grus	Gruidae	Gruiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Grus_monacha_27288	Grus_monacha_27288	Grus_monacha_27288	Avihepadnavirus	BJET01002884.1	68.166	374	Grus monacha	Grus	Gruidae	Gruiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Guaruba_guarouba_28674	Guaruba_guarouba_28674	Guaruba_guarouba_28674	Avihepadnavirus	JAABOC010026742.1	54.651	222	Guaruba guarouba	Guaruba	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Haliaeetus_albicilla_27594	Haliaeetus_albicilla_27594	Haliaeetus_albicilla_27594	Avihepadnavirus	scaffold23856	58.413	630	Haliaeetus albicilla	Haliaeetus	Accipitridae	Falconiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Haliaeetus_leucocephalus_27596	Haliaeetus_leucocephalus_27596	Haliaeetus_leucocephalus_27596	Avihepadnavirus	Scaffold2403	76.923	529	Haliaeetus leucocephalus	Haliaeetus	Accipitridae	Falconiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Hemignathus_virens_27597	Hemignathus_virens_27597	Hemignathus_virens_27597	Avihepadnavirus	LTAT01000001.1	63.547	245	Hemignathus virens	Hemignathus	Fringillidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Himantopus_himantopus_27601	Himantopus_himantopus_27601	Himantopus_himantopus_27601	Avihepadnavirus	RSEF01000001.1	72.487	241	Himantopus himantopus	Himantopus	Recurvirostridae	Charadriiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Hirundo_rustica_27602	Hirundo_rustica_27602	Hirundo_rustica_27602	Avihepadnavirus	QRBI01000120.1	73.649	219	Hirundo rustica	Hirundo	Hirundinidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Junco_hyemalis_5308	Junco_hyemalis_5308	Junco_hyemalis_5308	Avihepadnavirus	QZWM01000963.1	67.568	196	Junco hyemalis	Junco	Passerellidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Lepidothrix_coronata_5309	Lepidothrix_coronata_5309	Lepidothrix_coronata_5309	Avihepadnavirus	KV388162.1	48.248	278	Lepidothrix coronata	Lepidothrix	Pipridae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Leptosomus_discolor_27605	Leptosomus_discolor_27605	Leptosomus_discolor_27605	Avihepadnavirus	scaffold6175	76.786	514	Leptosomus discolor	Leptosomus	Leptosomidae	Coraciiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Limosa_lapponica_baueri_27606	Limosa_lapponica_baueri_27606	Limosa_lapponica_baueri_27606	Avihepadnavirus	KZ508325.1	51.318	347	Limosa lapponica baueri	Limosa	Scolopacidae	Charadriiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Lonchura_striata_domestica_5317	Lonchura_striata_domestica_5317	Lonchura_striata_domestica_5317	Avihepadnavirus	NW_018657052.1	59.873	180	Lonchura striata domestica	Lonchura	Estrildidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Manacus_vitellinus_27611	Manacus_vitellinus_27611	Manacus_vitellinus_27611	Avihepadnavirus	scaffold21	59.877	159	Manacus vitellinus	Manacus	Pipridae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Melopsittacus_undulatus_5322	Melopsittacus_undulatus_5322	Melopsittacus_undulatus_5322	Avihepadnavirus	JH556585	54.315	174	Melopsittacus undulatus	Melopsittacus	Psittaculidae	Psittaciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Merops_nubicus_27620	Merops_nubicus_27620	Merops_nubicus_27620	Avihepadnavirus	scaffold9374	62.892	422	Merops nubicus	Merops	Meropidae	Coraciiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Mesitornis_unicolor_27621	Mesitornis_unicolor_27621	Mesitornis_unicolor_27621	Avihepadnavirus	scaffold28184	55.664	493	Mesitornis unicolor	Mesitornis	Mesitornithidae	Gruiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Molothrus_ater_28684	Molothrus_ater_28684	Molothrus_ater_28684	Avihepadnavirus	CM022840.1	54.839	265	Molothrus ater	Molothrus	Icteridae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Nannopterum_brasilianus_27417	Nannopterum_brasilianus_27417	Nannopterum_brasilianus_27417	Avihepadnavirus	NFME01007800.1	65.517	250	Nannopterum brasilianus	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Nestor_notabilis_27625	Nestor_notabilis_27625	Nestor_notabilis_27625	Avihepadnavirus	scaffold30203	44.581	251	Nestor notabilis	Nestor	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Nipponia_nippon_27628	Nipponia_nippon_27628	Nipponia_nippon_27628	Avihepadnavirus	Scaffold60	58.81	796	Nipponia nippon	Nipponia	Threskiornithidae	Pelecaniformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Nisaetus_nipalensis_28688	Nisaetus_nipalensis_28688	Nisaetus_nipalensis_28688	Avihepadnavirus	BJES01008621.1	89.683	466	Nisaetus nipalensis	Nisaetus	Accipitridae	Falconiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Opisthocomus_hoazin_5400	Opisthocomus_hoazin_5400	Opisthocomus_hoazin_5400	Avihepadnavirus	scaffold15	75.806	182	Opisthocomus hoazin	Opisthocomus	Opisthocomidae	Opisthocomiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Paradisaea_raggiana_27634	Paradisaea_raggiana_27634	Paradisaea_raggiana_27634	Avihepadnavirus	RAHK01000163.1	47.528	459	Paradisaea raggiana	Paradisaea	Paradisaeidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Paradisaea_rubra_5402	Paradisaea_rubra_5402	Paradisaea_rubra_5402	Avihepadnavirus	RAHL01000034.1	57.782	491	Paradisaea rubra	Paradisaea	Paradisaeidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Parotia_lawesii_27636	Parotia_lawesii_27636	Parotia_lawesii_27636	Avihepadnavirus	RAHM01000055.1	63.83	439	Parotia lawesii	Parotia	Paradisaeidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Parus_major_5404	Parus_major_5404	Parus_major_5404	Avihepadnavirus	gi|996767198|ref|NC_029268.1|	69.718	197	Parus major	Parus	Paridae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Passer_domesticus_5407	Passer_domesticus_5407	Passer_domesticus_5407	Avihepadnavirus	CM004528.1	70.701	223	Passer domesticus	Passer	Passeridae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Pelecanus_crispus_27640	Pelecanus_crispus_27640	Pelecanus_crispus_27640	Avihepadnavirus	scaffold18295	63.647	934	Pelecanus crispus	Pelecanus	Pelecanidae	Pelecaniformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Phaethon_lepturus_27642	Phaethon_lepturus_27642	Phaethon_lepturus_27642	Avihepadnavirus	scaffold3985	58.123	278	Phaethon lepturus	Phaethon	Phaethontidae	Pelecaniformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Phalacrocorax_carbo_27431	Phalacrocorax_carbo_27431	Phalacrocorax_carbo_27431	Avihepadnavirus	scaffold23825	63.054	238	Phalacrocorax carbo	Phalacrocorax	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Phalacrocorax_harrisi_27432	Phalacrocorax_harrisi_27432	Phalacrocorax_harrisi_27432	Avihepadnavirus	NEVG01000146.1	65.517	250	Phalacrocorax harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Phoenicopterus_ruber_27643	Phoenicopterus_ruber_27643	Phoenicopterus_ruber_27643	Avihepadnavirus	scaffold29997	88.172	506	Phoenicopterus ruber	Phoenicopterus	Phoenicopteridae	Phoenicopteriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Phylloscopus_plumbeitarsus_5458	Phylloscopus_plumbeitarsus_5458	Phylloscopus_plumbeitarsus_5458	Avihepadnavirus	LXOY01076276.1	71.622	199	Phylloscopus plumbeitarsus	Phylloscopus	Phylloscopidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Phylloscopus_trochiloides_viridanus_5461	Phylloscopus_trochiloides_viridanus_5461	Phylloscopus_trochiloides_viridanus_5461	Avihepadnavirus	LXPA01011829.1	70.946	197	Phylloscopus trochiloides viridanus	Phylloscopus	Phylloscopidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Picoides_pubescens_27436	Picoides_pubescens_27436	Picoides_pubescens_27436	Avihepadnavirus	scaffold148	55.98	361	Picoides pubescens	Picoides	Picidae	Piciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Pipra_filicauda_5465	Pipra_filicauda_5465	Pipra_filicauda_5465	Avihepadnavirus	NW_020895070.1	48.734	253	Pipra filicauda	Pipra	Pipridae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Podiceps_cristatus_27654	Podiceps_cristatus_27654	Podiceps_cristatus_27654	Avihepadnavirus	scaffold11994	82.008	412	Podiceps cristatus	Podiceps	Podicipedidae	Podicipediformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Pseudopodoces_humilis_27655	Pseudopodoces_humilis_27655	Pseudopodoces_humilis_27655	Avihepadnavirus	gi|539359185|ref|NW_005087554.1|	71.975	231	Pseudopodoces humilis	Pseudopodoces	Paridae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Psittacula_krameri_5473	Psittacula_krameri_5473	Psittacula_krameri_5473	Avihepadnavirus	NFZL01000130.1	47.554	244	Psittacula krameri	Psittacula	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Psittacula_krameri_5476	Psittacula_krameri_5476	Psittacula_krameri_5476	Avihepadnavirus	NFZL01000130.1	66.364	247	Psittacula krameri	Psittacula	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Pterocles_gutturalis_27666	Pterocles_gutturalis_27666	Pterocles_gutturalis_27666	Avihepadnavirus	scaffold28936	56.703	553	Pterocles gutturalis	Pterocles	Pteroclidae	Ciconiiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Pygoscelis_adeliae_27669	Pygoscelis_adeliae_27669	Pygoscelis_adeliae_27669	Avihepadnavirus	Scaffold14	81.57	485	Pygoscelis adeliae	Pygoscelis	Spheniscidae	Sphenisciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Pygoscelis_antarcticus_27671	Pygoscelis_antarcticus_27671	Pygoscelis_antarcticus_27671	Avihepadnavirus	NDHD01001273.1	81.1	478	Pygoscelis antarcticus	Pygoscelis	Spheniscidae	Sphenisciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Pygoscelis_papua_27674	Pygoscelis_papua_27674	Pygoscelis_papua_27674	Avihepadnavirus	NDHF01001273.1	81.57	485	Pygoscelis papua	Pygoscelis	Spheniscidae	Sphenisciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Recurvirostra_avosetta_27676	Recurvirostra_avosetta_27676	Recurvirostra_avosetta_27676	Avihepadnavirus	SAYO01035872.1	57.943	609	Recurvirostra avosetta	Recurvirostra	Recurvirostridae	Charadriiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Saxicola_maurus_5497	Saxicola_maurus_5497	Saxicola_maurus_5497	Avihepadnavirus	OAMK01000002.1	72.189	248	Saxicola maurus	Saxicola	Muscicapidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Serinus_canaria_5502	Serinus_canaria_5502	Serinus_canaria_5502	Avihepadnavirus	gi|668343355|ref|NW_007931126.1|	67.516	214	Serinus canaria	Serinus	Fringillidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Setophaga_coronata_5505	Setophaga_coronata_5505	Setophaga_coronata_5505	Avihepadnavirus	MDLI01000071.1	73.196	143	Setophaga coronata	Setophaga	Parulidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Spheniscus_humboldti_28076	Spheniscus_humboldti_28076	Spheniscus_humboldti_28076	Avihepadnavirus	NDHA01001273.1	84.775	495	Spheniscus humboldti	Spheniscus	Spheniscidae	Sphenisciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Spheniscus_magellanicus_28077	Spheniscus_magellanicus_28077	Spheniscus_magellanicus_28077	Avihepadnavirus	NDGX01001273.1	84.083	489	Spheniscus magellanicus	Spheniscus	Spheniscidae	Sphenisciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Spheniscus_mendiculus_28080	Spheniscus_mendiculus_28080	Spheniscus_mendiculus_28080	Avihepadnavirus	NDGW01001273.1	83.505	492	Spheniscus mendiculus	Spheniscus	Spheniscidae	Sphenisciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Sporophila_hypoxantha_5517	Sporophila_hypoxantha_5517	Sporophila_hypoxantha_5517	Avihepadnavirus	NDFG01001561.1	54.63	291	Sporophila hypoxantha	Sporophila	Thraupidae	Passeriformes
