taxon	sequenceID	name	genus	scaffold	identity	bitscore	host_species	host_genus	host_family	host_order	host_major_clade	host_middle_clade	host_minor_clade
alignment/AL_EHBV-avi.11-tyto/member/fasta-digs-ehbv/Calypte_anna_5237	Calypte_anna_5237	Calypte_anna_5237	Avihepadnavirus	scaffold20	50.575	201	Calypte_anna	Calypte	Trochilidae	Apodiformes	Neoaves	none	Strisores
alignment/AL_EHBV-avi.11-tyto/member/fasta-digs-ehbv/Empidonax_traillii_4902	Empidonax_traillii_4902	Empidonax_traillii_4902	Avihepadnavirus	PWAB01000229.1	60.606	87	Empidonax_traillii	Empidonax	Tyrannidae	Passeriformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.11-tyto/member/fasta-digs-ehbv/Gallirallus_okinawae_5277	Gallirallus_okinawae_5277	Gallirallus_okinawae_5277	Avihepadnavirus	BDFH01024558.1	47.826	239	Gallirallus_okinawae	Gallirallus	Rallidae	Gruiformes	Neoaves	none	none
alignment/AL_EHBV-avi.11-tyto/member/fasta-digs-ehbv/Manacus_vitellinus_4433	Manacus_vitellinus_4433	Manacus_vitellinus_4433	Avihepadnavirus	scaffold129	64.815	81	Manacus_vitellinus	Manacus	Pipridae	Passeriformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.11-tyto/member/fasta-digs-ehbv/Melopsittacus_undulatus_5336	Melopsittacus_undulatus_5336	Melopsittacus_undulatus_5336	Avihepadnavirus	JH556599	64.865	103	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.11-tyto/member/fasta-digs-ehbv/Nannopterum_harrisi_947	Nannopterum_harrisi_947	Nannopterum_harrisi_947	Avihepadnavirus	NEVG01000296.1	77.215	115	Nannopterum_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.11-tyto/member/fasta-digs-ehbv/Phalacrocorax_carbo_1010	Phalacrocorax_carbo_1010	Phalacrocorax_carbo_1010	Avihepadnavirus	scaffold17438	75.949	112	Phalacrocorax_carbo	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.11-tyto/member/fasta-digs-ehbv/Phalacrocorax_harrisi_1046	Phalacrocorax_harrisi_1046	Phalacrocorax_harrisi_1046	Avihepadnavirus	NEVG01000296.1	77.215	115	Phalacrocorax_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.11-tyto/member/fasta-digs-ehbv/Podiceps_cristatus_5466	Podiceps_cristatus_5466	Podiceps_cristatus_5466	Avihepadnavirus	scaffold6043	75	288	Podiceps_cristatus	Podiceps	Podicipedidae	Podicipediformes	Neoaves	none	none
alignment/AL_EHBV-avi.11-tyto/member/fasta-digs-ehbv/Psittacula_krameri_5470	Psittacula_krameri_5470	Psittacula_krameri_5470	Avihepadnavirus	NFZL01001029.1	59.559	147	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.11-tyto/member/fasta-digs-ehbv/Tyto_alba_5532	Tyto_alba_5532	Tyto_alba_5532	Avihepadnavirus	scaffold37935	80.2	744	Tyto_alba	Tyto	Tytonidae	Strigiformes	Neoaves	none	none
