taxon	sequenceID	name	genus	scaffold	identity	bitscore	host_species	host_genus	host_family	host_order
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/Ara_macao_4333	Ara_macao_4333	Ara_macao_4333	Avihepadnavirus	KE101519.1	78.261	219	Ara macao	Ara	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/Ara_macao_4872	Ara_macao_4872	Ara_macao_4872	Avihepadnavirus	AOUJ01334779.1	70.404	286	Ara macao	Ara	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/Ara_macao_5223	Ara_macao_5223	Ara_macao_5223	Avihepadnavirus	KE091996.1	76.978	218	Ara macao	Ara	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/Eupsittula_pertinax_28641	Eupsittula_pertinax_28641	Eupsittula_pertinax_28641	Avihepadnavirus	WUQE01007556.1	76.259	215	Eupsittula pertinax	Eupsittula	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/Eupsittula_pertinax_28645	Eupsittula_pertinax_28645	Eupsittula_pertinax_28645	Avihepadnavirus	WUQE01000756.1	75	271	Eupsittula pertinax	Eupsittula	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/Eupsittula_pertinax_28649	Eupsittula_pertinax_28649	Eupsittula_pertinax_28649	Avihepadnavirus	WUQE01007556.1	85.388	361	Eupsittula pertinax	Eupsittula	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/Eupsittula_pertinax_28652	Eupsittula_pertinax_28652	Eupsittula_pertinax_28652	Avihepadnavirus	WUQE01006168.1	69.058	281	Eupsittula pertinax	Eupsittula	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/Eupsittula_pertinax_28655	Eupsittula_pertinax_28655	Eupsittula_pertinax_28655	Avihepadnavirus	WUQE01000577.1	78.986	226	Eupsittula pertinax	Eupsittula	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/Guaruba_guarouba_28662	Guaruba_guarouba_28662	Guaruba_guarouba_28662	Avihepadnavirus	JAABOC010008941.1	69.058	282	Guaruba guarouba	Guaruba	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/Guaruba_guarouba_28666	Guaruba_guarouba_28666	Guaruba_guarouba_28666	Avihepadnavirus	JAABOC010006378.1	77.536	226	Guaruba guarouba	Guaruba	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/Guaruba_guarouba_28668	Guaruba_guarouba_28668	Guaruba_guarouba_28668	Avihepadnavirus	JAABOC010004601.1	85.581	360	Guaruba guarouba	Guaruba	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/Guaruba_guarouba_28676	Guaruba_guarouba_28676	Guaruba_guarouba_28676	Avihepadnavirus	JAABOC010006378.1	76.259	215	Guaruba guarouba	Guaruba	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/Guaruba_guarouba_28677	Guaruba_guarouba_28677	Guaruba_guarouba_28677	Avihepadnavirus	JAABOC010000638.1	75	273	Guaruba guarouba	Guaruba	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/Melopsittacus_undulatus_2600	Melopsittacus_undulatus_2600	Melopsittacus_undulatus_2600	Avihepadnavirus	JH556580	78.261	220	Melopsittacus undulatus	Melopsittacus	Psittaculidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/Melopsittacus_undulatus_27405	Melopsittacus_undulatus_27405	Melopsittacus_undulatus_27405	Avihepadnavirus	JH556595	92.735	441	Melopsittacus undulatus	Melopsittacus	Psittaculidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/Melopsittacus_undulatus_4438	Melopsittacus_undulatus_4438	Melopsittacus_undulatus_4438	Avihepadnavirus	JH556580	78.832	226	Melopsittacus undulatus	Melopsittacus	Psittaculidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/Melopsittacus_undulatus_4442	Melopsittacus_undulatus_4442	Melopsittacus_undulatus_4442	Avihepadnavirus	JH556610	74.453	209	Melopsittacus undulatus	Melopsittacus	Psittaculidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/Pionus_senilis_28440	Pionus_senilis_28440	Pionus_senilis_28440	Avihepadnavirus	WURU01256372.1	78.519	209	Pionus senilis	Pionus	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/Pionus_senilis_28693	Pionus_senilis_28693	Pionus_senilis_28693	Avihepadnavirus	WURU01000716.1	79.71	226	Pionus senilis	Pionus	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/Pionus_senilis_28704	Pionus_senilis_28704	Pionus_senilis_28704	Avihepadnavirus	WURU01067777.1	79.07	209	Pionus senilis	Pionus	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/Psittacula_krameri_4717	Psittacula_krameri_4717	Psittacula_krameri_4717	Avihepadnavirus	NFZL01000601.1	79.71	223	Psittacula krameri	Psittacula	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/Psittacula_krameri_5100	Psittacula_krameri_5100	Psittacula_krameri_5100	Avihepadnavirus	NFZL01000912.1	91.189	419	Psittacula krameri	Psittacula	Psittacidae	Psittaciformes
