taxon	sequenceID	name	genus	scaffold	identity	bitscore	host_species	host_genus	host_family	host_order	host_major_clade	host_middle_clade	host_minor_clade
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Amazona_vittata_4845	Amazona_vittata_4845	Amazona_vittata_4845	Avihepadnavirus	AOCU01134977.1	76.562	97	Amazona_vittata	Amazona	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Ara_macao_2156	Ara_macao_2156	Ara_macao_2156	Avihepadnavirus	KE026841.1	70	159	Ara_macao	Ara	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Ara_macao_4333	Ara_macao_4333	Ara_macao_4333	Avihepadnavirus	KE101519.1	76.642	199	Ara_macao	Ara	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Ara_macao_4868	Ara_macao_4868	Ara_macao_4868	Avihepadnavirus	AOUJ01009767.1	65.248	164	Ara_macao	Ara	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Ara_macao_4870	Ara_macao_4870	Ara_macao_4870	Avihepadnavirus	KE083073.1	86.813	164	Ara_macao	Ara	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Ara_macao_4871	Ara_macao_4871	Ara_macao_4871	Avihepadnavirus	AOUJ01284558.1	75	105	Ara_macao	Ara	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Ara_macao_4872	Ara_macao_4872	Ara_macao_4872	Avihepadnavirus	AOUJ01334779.1	73.196	134	Ara_macao	Ara	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Ara_macao_5223	Ara_macao_5223	Ara_macao_5223	Avihepadnavirus	KE091996.1	74.101	188	Ara_macao	Ara	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Melopsittacus_undulatus_2254	Melopsittacus_undulatus_2254	Melopsittacus_undulatus_2254	Avihepadnavirus	JH556562	70.423	101	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Melopsittacus_undulatus_230	Melopsittacus_undulatus_230	Melopsittacus_undulatus_230	Avihepadnavirus	JH556604	70.909	83	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Melopsittacus_undulatus_2600	Melopsittacus_undulatus_2600	Melopsittacus_undulatus_2600	Avihepadnavirus	JH556580	70.29	181	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Melopsittacus_undulatus_4438	Melopsittacus_undulatus_4438	Melopsittacus_undulatus_4438	Avihepadnavirus	JH556580	71.533	189	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Melopsittacus_undulatus_4442	Melopsittacus_undulatus_4442	Melopsittacus_undulatus_4442	Avihepadnavirus	JH556610	71.533	181	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Melopsittacus_undulatus_4938	Melopsittacus_undulatus_4938	Melopsittacus_undulatus_4938	Avihepadnavirus	JH556491	71.014	107	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Melopsittacus_undulatus_4944	Melopsittacus_undulatus_4944	Melopsittacus_undulatus_4944	Avihepadnavirus	JH556611	72.414	88	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Melopsittacus_undulatus_4945	Melopsittacus_undulatus_4945	Melopsittacus_undulatus_4945	Avihepadnavirus	JH556606	79.032	102	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Melopsittacus_undulatus_4946	Melopsittacus_undulatus_4946	Melopsittacus_undulatus_4946	Avihepadnavirus	JH556616	72.043	139	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Melopsittacus_undulatus_4951	Melopsittacus_undulatus_4951	Melopsittacus_undulatus_4951	Avihepadnavirus	JH556595	66.906	171	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Psittacula_krameri_2317	Psittacula_krameri_2317	Psittacula_krameri_2317	Avihepadnavirus	NFZL01000158.1	78.182	87	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Psittacula_krameri_2318	Psittacula_krameri_2318	Psittacula_krameri_2318	Avihepadnavirus	NFZL01000600.1	66.197	87	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Psittacula_krameri_4134	Psittacula_krameri_4134	Psittacula_krameri_4134	Avihepadnavirus	NFZL01001103.1	75.309	124	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Psittacula_krameri_4717	Psittacula_krameri_4717	Psittacula_krameri_4717	Avihepadnavirus	NFZL01000601.1	76.087	196	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Psittacula_krameri_5095	Psittacula_krameri_5095	Psittacula_krameri_5095	Avihepadnavirus	NFZL01000892.1	66.176	93	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Psittacula_krameri_5096	Psittacula_krameri_5096	Psittacula_krameri_5096	Avihepadnavirus	NFZL01153894.1	81.944	119	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Psittacula_krameri_5097	Psittacula_krameri_5097	Psittacula_krameri_5097	Avihepadnavirus	NFZL01000077.1	81.944	119	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Psittacula_krameri_5100	Psittacula_krameri_5100	Psittacula_krameri_5100	Avihepadnavirus	NFZL01000912.1	65.942	169	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
alignment/AL_EHBV-avi.26-psittaciformes/member/fasta-digs-ehbv/Psittacula_krameri_5101	Psittacula_krameri_5101	Psittacula_krameri_5101	Avihepadnavirus	NFZL01001434.1	75.581	128	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes	Neoaves	Inopaves	Australiaves
