id	locus_id	full_name	virus_family	genus	clade	host_sci_name	Class	Superorder	Order	Family	Genus	assigned_name	assigned_gene	bitscore	identity	target_version	target_name	scaffold	extract_start	extract_end	sequence_length	orientation
Chaetura_scaffold53_448159	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Chaetura_pelagica	Aves	Neognathae	Apodiformes	Apodidae	Chaetura	Fossil-Avihepadna1	consensus-genome	70.9	44.565	bgi_2011-10-28	Chaetura_pelagica.scaf.noBacterial.fa	scaffold53	448159	448434	276	negative
Chaetura_scaffold83_3251871	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Chaetura_pelagica	Aves	Neognathae	Apodiformes	Apodidae	Chaetura	Snow-goose-hepatitis-B-virus	pol	80.5	62.295	bgi_2011-10-28	Chaetura_pelagica.scaf.noBacterial.fa	scaffold83	3251871	3252141	271	negative
Chaetura_scaffold83_3253278	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Chaetura_pelagica	Aves	Neognathae	Apodiformes	Apodidae	Chaetura	Heron-hepatitis-B-virus	polymerase	192	50	bgi_2011-10-28	Chaetura_pelagica.scaf.noBacterial.fa	scaffold83	3253278	3254264	987	negative
Buceros_scaffold1204_108389	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Buceros_rhinoceros	Aves	Neognathae	Bucerotiformes	Bucerotidae	Buceros	Rosss-goose-hepatitis-B-virus	polymerase	393	56.012	bgi_2011-10-28	Buceros_rhinoceros_silvestris.scaf.noBacterial.fa	scaffold1204	108389	111116	2728	positive
Buceros_scaffold36794_11126	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Buceros_rhinoceros	Aves	Neognathae	Bucerotiformes	Bucerotidae	Buceros	Fossil-Avihepadna1	consensus-genome	188	63.006	bgi_2011-10-28	Buceros_rhinoceros_silvestris.scaf.noBacterial.fa	scaffold36794	11126	12393	1268	negative
Antrostomus_scaffold16207_67040	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Antrostomus_carolinensis	Aves	Neognathae	Caprimulgiformes	Caprimulgidae	Caprimulgus	Fossil-Avihepadna1	consensus-genome	382	50.683	bgi_2011-10-28	Antrostomus_carolinensis.scaf.noBacterial.fa	scaffold16207	67040	69846	2807	negative
Antrostomus_scaffold6095_2254	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Antrostomus_carolinensis	Aves	Neognathae	Caprimulgiformes	Caprimulgidae	Caprimulgus	Fossil-Avihepadna1	consensus-genome	180	46.606	bgi_2011-10-28	Antrostomus_carolinensis.scaf.noBacterial.fa	scaffold6095	2254	2919	666	negative
Uria_NOXD01000015_3125974	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Uria_lomvia	Aves	Neognathae	Charadriiformes	Alcidae	Uria	Fossil-Avihepadna1	consensus-genome	343	85.443	UriLom_1.1	GCA_002289315.1_UriLom_1.1_genomic.fna	NOXD01000015.1	3125974	3128901	2928	negative
Uria_NOXD01000034_3886	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Uria_lomvia	Aves	Neognathae	Charadriiformes	Alcidae	Uria	Heron-hepatitis-B-virus	polymerase	101	68.571	UriLom_1.1	GCA_002289315.1_UriLom_1.1_genomic.fna	NOXD01000034.1	3886	4204	319	negative
Charadrius_scaffold16_72378	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Charadrius_vociferus	Aves	Neognathae	Charadriiformes	Charadriidae	Charadrius	Fossil-Avihepadna1	consensus-genome	457	75.421	bgi_2011-10-28	Charadrius_vociferus.scaf.noBacterial.fa	scaffold16	72378	75179	2802	positive
Himantopus_RSEF01000001_200718729	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Himantopus_himantopus	Aves	Neognathae	Charadriiformes	Recurvirostridae	Himantopus	Fossil-Avihepadna1	consensus-genome	400	84.4	Hhiman_2.0	GCA_003993805.1_UO_Hhiman_2.0_genomic.fna	RSEF01000001.1	200718729	200720819	2091	negative
Himantopus_RSEF01000020_3834706	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Himantopus_himantopus	Aves	Neognathae	Charadriiformes	Recurvirostridae	Himantopus	Bat-hepatitis-virus	core	99	38.71	Hhiman_2.0	GCA_003993805.1_UO_Hhiman_2.0_genomic.fna	RSEF01000020.1	3834706	3835516	811	positive
Himantopus_RSEF01000020_3836536	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Himantopus_himantopus	Aves	Neognathae	Charadriiformes	Recurvirostridae	Himantopus	Fossil-Avihepadna3	pol	175	60.317	Hhiman_2.0	GCA_003993805.1_UO_Hhiman_2.0_genomic.fna	RSEF01000020.1	3836536	3837114	579	positive
Recurvirostra_SAYO01025060_10446	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Recurvirostra_avosetta	Aves	Neognathae	Charadriiformes	Recurvirostridae	Recurvirostra	Fossil-Avihepadna3	pol	189	65.829	ASM402374v1	GCA_004023745.1_ASM402374v1_genomic.fna	SAYO01025060.1	10446	11108	663	positive
Recurvirostra_SAYO01035872_339541	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Recurvirostra_avosetta	Aves	Neognathae	Charadriiformes	Recurvirostridae	Recurvirostra	Fossil-Avihepadna1	consensus-genome	392	82.258	ASM402374v1	GCA_004023745.1_ASM402374v1_genomic.fna	SAYO01035872.1	339541	340758	1218	negative
Calidris_NW_015094510_22015567	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Calidris_pugnax	Aves	Neognathae	Charadriiformes	Scolopacidae	Calidris	Fossil-Avihepadna1	consensus-genome	241	66.834	ASM143184v1	198806_ref_ASM143184v1_chrUn.fa	gi|960494929|ref|NW_015094510.1|	22015567	22017048	1482	negative
Calidris_NW_015091028_1397629	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Calidris_pugnax	Aves	Neognathae	Charadriiformes	Scolopacidae	Calidris	Fossil-Avihepadna3	pol	109	51.034	ASM143184v1	198806_ref_ASM143184v1_chrUn.fa	gi|960498411|ref|NW_015091028.1|	1397629	1398090	462	positive
Limosa_KZ508325_21557	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Limosa_lapponica_baueri	Aves	Neognathae	Charadriiformes	Scolopacidae	Limosa	Fossil-Avihepadna1	consensus-genome	418	81.752	Godwit_v1	GCA_002844005.1_Godwit_v1_genomic.fna	KZ508325.1	21557	23018	1462	negative
Cathartes_scaffold19789_37388	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Cathartes_aura	Aves	Neognathae	Ciconiiformes	Cathartidae	Cathartes	Fossil-Avihepadna1	consensus-genome	797	81.9	bgi_2011-10-28	Cathartes_aura.scaf.noBacterial.fa	scaffold19789	37388	39945	2558	negative
Cathartes_scaffold29482_4124	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Cathartes_aura	Aves	Neognathae	Ciconiiformes	Cathartidae	Cathartes	Fossil-Avihepadna3	pol	175	74.375	bgi_2011-10-28	Cathartes_aura.scaf.noBacterial.fa	scaffold29482	4124	4772	649	negative
Cathartes_scaffold29482_5954	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Cathartes_aura	Aves	Neognathae	Ciconiiformes	Cathartidae	Cathartes	Horseshoe-bat-hepatitis-B-virus	core	122	47.154	bgi_2011-10-28	Cathartes_aura.scaf.noBacterial.fa	scaffold29482	5954	6322	369	negative
Ciconia_BDFF01094061_35944	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Ciconia_boyciana	Aves	Neognathae	Ciconiiformes	Ciconiidae	Ciconia	Fossil-Avihepadna1	consensus-genome	232	89.865	ver1.0	GCA_002002965.1_Ciconia_boyciana_ver1.0_genomic.fna	BDFF01094061.1	35944	37701	1758	positive
Ciconia_BDFF01128302_2092	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Ciconia_boyciana	Aves	Neognathae	Ciconiiformes	Ciconiidae	Ciconia	Horseshoe-bat-hepatitis-B-virus	core	99.4	44.262	ver1.0	GCA_002002965.1_Ciconia_boyciana_ver1.0_genomic.fna	BDFF01128302.1	2092	2457	366	positive
Ciconia_BDFF01128302_3743	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Ciconia_boyciana	Aves	Neognathae	Ciconiiformes	Ciconiidae	Ciconia	Fossil-Avihepadna3	pol	136	58.659	ver1.0	GCA_002002965.1_Ciconia_boyciana_ver1.0_genomic.fna	BDFF01128302.1	3743	4285	543	positive
Pterocles_scaffold28936_89409	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Pterocles_gutturalis	Aves	Neognathae	Ciconiiformes	Pteroclidae	Pterocles	Fossil-Avihepadna1	consensus-genome	291	82.812	bgi_2011-10-28	Pterocles_guturalis.scaf.noBacterial.fa	scaffold28936	89409	92019	2611	negative
Pterocles_scaffold31693_1139	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Pterocles_gutturalis	Aves	Neognathae	Ciconiiformes	Pteroclidae	Pterocles	Horseshoe-bat-hepatitis-B-virus	core	53.1	58.333	bgi_2011-10-28	Pterocles_guturalis.scaf.noBacterial.fa	scaffold31693	1139	1246	108	positive
Colius_scaffold2903_78208	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Colius_striatus	Aves	Neognathae	Coliiformes	Coliidae	Colius	Fossil-Avihepadna1	consensus-genome	105	56.364	bgi_2011-10-28	Colius_striatus.scaf.noBacterial.fa	scaffold2903	78208	79259	1052	negative
Columba_scaffold14_687706	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Columba_livia	Aves	Neognathae	Columbiformes	Columbidae	Columba	Horseshoe-bat-hepatitis-B-virus	core	53.5	77.778	bgi_2011-10-28	Columba_livia.scaf.fa	scaffold14	687706	687786	81	positive
Columba_scaffold14_689065	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Columba_livia	Aves	Neognathae	Columbiformes	Columbidae	Columba	Fossil-Avihepadna3	pol	145	62.428	bgi_2011-10-28	Columba_livia.scaf.fa	scaffold14	689065	689583	519	positive
Columba_scaffold27_2212831	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Columba_livia	Aves	Neognathae	Columbiformes	Columbidae	Columba	Snow-goose-hepatitis-B-virus	core	66.2	50	bgi_2011-10-28	Columba_livia.scaf.fa	scaffold27	2212831	2213010	180	positive
Columba_scaffold59_1041607	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Columba_livia	Aves	Neognathae	Columbiformes	Columbidae	Columba	Fossil-Avihepadna1	consensus-genome	306	61.765	bgi_2011-10-28	Columba_livia.scaf.fa	scaffold59	1041607	1044232	2626	negative
Patagioenas_LSYS01001150_19335303	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Patagioenas_fasciata	Aves	Neognathae	Columbiformes	Columbidae	Patagioenas	Fossil-Avihepadna3	pol	128	51.596	NIATT_ARIZONA	GCA_002029285.1_NIATT_ARIZONA_genomic.fna	LSYS01001150.1	19335303	19335947	645	negative
Patagioenas_LSYS01001150_19337235	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Patagioenas_fasciata	Aves	Neognathae	Columbiformes	Columbidae	Patagioenas	Horseshoe-bat-hepatitis-B-virus	core	88.2	54.93	NIATT_ARIZONA	GCA_002029285.1_NIATT_ARIZONA_genomic.fna	LSYS01001150.1	19337235	19337543	309	negative
Patagioenas_LSYS01004095_2543840	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Patagioenas_fasciata	Aves	Neognathae	Columbiformes	Columbidae	Patagioenas	Fossil-Avihepadna1	consensus-genome	262	83.66	NIATT_ARIZONA	GCA_002029285.1_NIATT_ARIZONA_genomic.fna	LSYS01004095.1	2543840	2544298	459	negative
Leptosomus_scaffold17668_36997	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Leptosomus_discolor	Aves	Neognathae	Coraciiformes	Leptosomidae	Leptosomus	Fossil-Avihepadna1	consensus-genome	136	46.392	bgi_2011-10-28	Leptosomus_discolor.scaf.noBacterial.fa	scaffold17668	36997	37689	573	positive
Leptosomus_Scaffold34810_2023	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Leptosomus_discolor	Aves	Neognathae	Coraciiformes	Leptosomidae	Leptosomus	Bat-hepatitis-virus	polymerase	75.1	48.684	bgi_2011-10-28	Leptosomus_discolor.scaf.noBacterial.fa	Scaffold34810	2023	2265	243	positive
Leptosomus_scaffold6175_11630	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Leptosomus_discolor	Aves	Neognathae	Coraciiformes	Leptosomidae	Leptosomus	Fossil-Avihepadna1	consensus-genome	434	63.613	bgi_2011-10-28	Leptosomus_discolor.scaf.noBacterial.fa	scaffold6175	11630	14416	2787	negative
Merops_scaffold35764_1905	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Merops_nubicus	Aves	Neognathae	Coraciiformes	Meropidae	Merops	Horseshoe-bat-hepatitis-B-virus	core	62	51.923	bgi_2011-10-28	Merops_nubicus.scaf.noBacterial.fa	scaffold35764	1905	2060	156	negative
Merops_scaffold5729_62752	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Merops_nubicus	Aves	Neognathae	Coraciiformes	Meropidae	Merops	Heron-hepatitis-B-virus	polymerase	94.7	54.639	bgi_2011-10-28	Merops_nubicus.scaf.noBacterial.fa	scaffold5729	62752	63956	1205	positive
Merops_scaffold9374_101938	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Merops_nubicus	Aves	Neognathae	Coraciiformes	Meropidae	Merops	Fossil-Avihepadna1	consensus-genome	216	79.856	bgi_2011-10-28	Merops_nubicus.scaf.noBacterial.fa	scaffold9374	101938	104518	2581	negative
Cuculus_scaffold15_13486726	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Cuculus_canorus	Aves	Neognathae	Cuculiformes	Cuculidae	Cuculus	Fossil-Avihepadna1	consensus-genome	255	67.474	bgi_2011-10-28	Cuculus_canorus.scaf.noBacterial.fa	scaffold15	13486726	13488692	1967	positive
Cuculus_scaffold19_387885	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Cuculus_canorus	Aves	Neognathae	Cuculiformes	Cuculidae	Cuculus	Horseshoe-bat-hepatitis-B-virus	core	95.1	47.525	bgi_2011-10-28	Cuculus_canorus.scaf.noBacterial.fa	scaffold19	387885	388187	303	positive
Aquila_NW_011950900_6651317	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Aquila_chrysaetos_canadensis	Aves	Neognathae	Falconiformes	Accipitridae	Aquila	Fossil-Avihepadna1	consensus-genome	518	67.554	ncbi_100	216574_ref_Aquila_chrysaetos-1.0.2_chrUn.fa	gi|766829346|ref|NW_011950900.1|	6651317	6654251	2935	positive
Aquila_NW_011950892_10935526	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Aquila_chrysaetos_canadensis	Aves	Neognathae	Falconiformes	Accipitridae	Aquila	Fossil-Avihepadna3	pol	129	71.2	ncbi_100	216574_ref_Aquila_chrysaetos-1.0.2_chrUn.fa	gi|766829394|ref|NW_011950892.1|	10935526	10937780	2255	negative
Aquila_NW_011950886_2442948	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Aquila_chrysaetos_canadensis	Aves	Neognathae	Falconiformes	Accipitridae	Aquila	Fossil-Avihepadna3	pol	63.5	70.588	ncbi_100	216574_ref_Aquila_chrysaetos-1.0.2_chrUn.fa	gi|766829449|ref|NW_011950886.1|	2442948	2443160	213	negative
Haliaeetus_scaffold23856_22114	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Haliaeetus_albicilla	Aves	Neognathae	Falconiformes	Accipitridae	Haliaeetus	Fossil-Avihepadna1	consensus-genome	480	85.053	bgi_2012-3-16	Haliaeetus_albicilla.scaf.noBacterial.fa	scaffold23856	22114	25053	2940	positive
Haliaeetus_scaffold35452_1706	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Haliaeetus_albicilla	Aves	Neognathae	Falconiformes	Accipitridae	Haliaeetus	Fossil-Avihepadna3	pol	152	50.246	bgi_2012-3-16	Haliaeetus_albicilla.scaf.noBacterial.fa	scaffold35452	1706	2500	795	negative
Haliaeetus_scaffold35452_3540	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Haliaeetus_albicilla	Aves	Neognathae	Falconiformes	Accipitridae	Haliaeetus	Horseshoe-bat-hepatitis-B-virus	core	61.2	81.25	bgi_2012-3-16	Haliaeetus_albicilla.scaf.noBacterial.fa	scaffold35452	3540	3635	96	negative
Haliaeetus_Scaffold146_928651	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Haliaeetus_leucocephalus	Aves	Neognathae	Falconiformes	Accipitridae	Haliaeetus	Horseshoe-bat-hepatitis-B-virus	core	70.1	35.417	bgi_2012-03-16	Haliaeetus_leucocephalus.fa	Scaffold146	928651	930371	1721	positive
Haliaeetus_Scaffold2403_139494	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Haliaeetus_leucocephalus	Aves	Neognathae	Falconiformes	Accipitridae	Haliaeetus	Fossil-Avihepadna1	consensus-genome	407	87.665	bgi_2012-03-16	Haliaeetus_leucocephalus.fa	Scaffold2403	139494	142629	3136	negative
Falco_NW_004995002å_247776	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Falco_cherrug	Aves	Neognathae	Falconiformes	Falconidae	Falco	Rosss-goose-hepatitis-B-virus	polymerase	98.6	55.405	F_cherrug_v1.0	345164_ref_F_cherrug_v1.0_chrUn.fa	gi|537456297|ref|NW_004995002.1|	247776	248186	411	negative
Falco_NW_004994945_5088088	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Falco_cherrug	Aves	Neognathae	Falconiformes	Falconidae	Falco	Fossil-Avihepadna1	consensus-genome	223	73.984	F_cherrug_v1.0	345164_ref_F_cherrug_v1.0_chrUn.fa	gi|537457958|ref|NW_004994945.1|	5088088	5090402	2315	positive
Falco_NW_004994810_1040808	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Falco_cherrug	Aves	Neognathae	Falconiformes	Falconidae	Falco	Woodchuck-hepatitis-virus	DNA-polymerase	61.2	40	F_cherrug_v1.0	345164_ref_F_cherrug_v1.0_chrUn.fa	gi|537462738|ref|NW_004994810.1|	1040808	1041062	255	negative
Falco_NW_004994810_1042715	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Falco_cherrug	Aves	Neognathae	Falconiformes	Falconidae	Falco	Bat-hepatitis-virus	core	85.9	39.604	F_cherrug_v1.0	345164_ref_F_cherrug_v1.0_chrUn.fa	gi|537462738|ref|NW_004994810.1|	1042715	1043080	366	negative
