record_ID	organism	id	locus_id	assigned_name	virus_family	virus_genus	virus_clade	locus_numeric_id	target_datatype	target_version	target_name	probe_type	scaffold	extract_start	extract_end	sequence_length	assigned_name	assigned_gene	orientation	bitscore	identity	evalue_num	evalue_exp	subject_start	subject_end	query_start	query_end	align_len	gap_openings	mismatches	host_class	host_superorder	major_clade	middle_clade	minor_clade	host_order	host_family	host_genus
5505	Setophaga_coronata	Setophaga_coronata_5505	ehbv-avi.1-neoaves	eHBV-Avi.1-Neoaves-eZHBVC	Hepadnaviridae	Avihepadnavirus	NULL	1	low_coverage	mywagenomev1.1	GCA_001746935.1_mywagenomev1.1_genomic.fna	ORF	MDLI01000071.1	1397618	1399150	1533	eHBV-Avi.1-Neoaves-eZHBVC	polyprotein	+	137	75.862	8	72	736	822	1258	1518	87	0	21	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Parulidae	Setophaga
5534	Tyto_alba	Tyto_alba_5534	ehbv-avi.1-neoaves	eHBV-Avi.1-Neoaves-eZHBVC	Hepadnaviridae	Avihepadnavirus	NULL	1	low_coverage	bgi_2011-10-28	Tyto_alba.scaf.noBacterial.fa	ORF	scaffold12462	5659	8504	2846	eHBV-Avi.1-Neoaves-eZHBVC	polyprotein	-	572	69.022	0	1	277	826	1266	2846	552	7	144	Aves	Neognathae	Neoaves	NULL	NULL	Strigiformes	Tytonidae	Tyto
5494	Recurvirostra_avosetta	Recurvirostra_avosetta_5494	ehbv-avi.1-neoaves	eHBV-Avi.1-Neoaves-eZHBVC	Hepadnaviridae	Avihepadnavirus	NULL	1	low_coverage	ASM402374v1	GCA_004023745.1_ASM402374v1_genomic.fna	ORF	SAYO01035872.1	339535	342452	2918	eHBV-Avi.1-Neoaves-eZHBVC	polyprotein	-	388	82.329	0	1	582	830	2172	2912	249	1	42	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Charadriiformes	Recurvirostridae	Recurvirostra
5241	Cathartes_aura	Cathartes_aura_5241	ehbv-avi.1-neoaves	eHBV-Avi.1-Neoaves-eZHBVC	Hepadnaviridae	Avihepadnavirus	NULL	1	low_coverage	bgi_2011-10-28	Cathartes_aura.scaf.noBacterial.fa	ORF	scaffold19789	37367	40319	2953	eHBV-Avi.1-Neoaves-eZHBVC	polyprotein	-	641	63.175	0	1	234	821	1142	2899	611	8	177	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Ciconiiformes	Cathartidae	Cathartes
5247	Cicinnurus_regius	Cicinnurus_regius_5247	ehbv-avi.1-neoaves	eHBV-Avi.1-Neoaves-eZHBVC	Hepadnaviridae	Avihepadnavirus	NULL	1	low_coverage	GCA_003713305.1	GCA_003713305.1_CicReg_1.0_genomic.fna	ORF	RAHN01000030.1	2487425	2490954	3530	eHBV-Avi.1-Neoaves-eZHBVC	polyprotein	+	548	59.03	3	180	234	823	1767	3530	598	7	227	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Paradisaeidae	Cicinnurus
5257	Diphyllodes_magnificus	Diphyllodes_magnificus_5257	ehbv-avi.1-neoaves	eHBV-Avi.1-Neoaves-eZHBVC	Hepadnaviridae	Avihepadnavirus	NULL	1	low_coverage	GCA_003713285.1	GCA_003713285.1_DipMag_1.0_genomic.fna	ORF	RAHO01000055.1	2489009	2492549	3541	eHBV-Avi.1-Neoaves-eZHBVC	polyprotein	+	570	59.699	0	1	234	823	1769	3541	598	6	226	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Paradisaeidae	Diphyllodes
5259	Empidonax_traillii	Empidonax_traillii_5259	ehbv-avi.1-neoaves	eHBV-Avi.1-Neoaves-eZHBVC	Hepadnaviridae	Avihepadnavirus	NULL	1	low_coverage	GCA_003031625	GCA_003031625.1_ASM303162v1_genomic.fna	ORF	PWAB01000589.1	230045	232445	2401	eHBV-Avi.1-Neoaves-eZHBVC	polyprotein	-	616	57	0	1	11	705	1	2058	700	8	282	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Tyrannidae	Empidonax
5401	Paradisaea_raggiana	Paradisaea_raggiana_5401	ehbv-avi.1-neoaves	eHBV-Avi.1-Neoaves-eZHBVC	Hepadnaviridae	Avihepadnavirus	NULL	1	low_coverage	GCA_003713265	GCA_003713265.1_ParRag_1.0_genomic.fna	ORF	RAHK01000163.1	1235062	1238600	3539	eHBV-Avi.1-Neoaves-eZHBVC	polyprotein	-	563	59.732	0	1	234	823	1767	3539	596	6	229	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Paradisaeidae	Paradisaea
5403	Parotia_lawesii	Parotia_lawesii_5403	ehbv-avi.1-neoaves	eHBV-Avi.1-Neoaves-eZHBVC	Hepadnaviridae	Avihepadnavirus	NULL	1	low_coverage	GCA_003713295	GCA_003713295.1_ParLaw_1.0_genomic.fna	ORF	RAHM01000055.1	1995688	1999228	3541	eHBV-Avi.1-Neoaves-eZHBVC	polyprotein	-	347	73.554	2	157	583	823	2819	3541	242	2	62	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Paradisaeidae	Parotia
5465	Pipra_filicauda	Pipra_filicauda_5465	ehbv-avi.1-neoaves	eHBV-Avi.1-Neoaves-eZHBVC	Hepadnaviridae	Avihepadnavirus	NULL	1	low_coverage	ASM394559v1	GCF_003945595.1_ASM394559v1_genomic.fna	ORF	NW_020895070.1	173627	176458	2832	eHBV-Avi.1-Neoaves-eZHBVC	polyprotein	+	522	55.349	7	173	69	705	569	2470	645	10	269	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Pipridae	Pipra
5519	Strigops_habroptila	Strigops_habroptila_5519	ehbv-avi.1-neoaves	eHBV-Avi.1-Neoaves-eZHBVC	Hepadnaviridae	Avihepadnavirus	NULL	1	low_coverage	bStrHab1_v1	GCA_004011185.1_bStrHab1_v1.h_genomic.fna	ORF	RXXF01000787.1	15473	18100	2628	eHBV-Avi.1-Neoaves-eZHBVC	polyprotein	+	199	57.214	2	115	635	830	2050	2622	201	6	71	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Strigopidae	Strigops
5252	Corapipo_altera	Corapipo_altera_5252	ehbv-avi.1-neoaves	eHBV-Avi.1-Neoaves-eZHBVC	Hepadnaviridae	Avihepadnavirus	NULL	1	low_coverage	ASM394572v1	GCF_003945725.1_ASM394572v1_genomic.fna	ORF	NW_020884872.1	69470292	69473125	2834	eHBV-Avi.1-Neoaves-eZHBVC	polyprotein	-	434	55.691	0	1	234	705	1048	2472	492	8	181	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Pipridae	Corapipo
5179	Amazona_vittata	Amazona_vittata_5179	ehbv-avi.1-neoaves	eHBV-Avi.1-Neoaves-eZHBVC	Hepadnaviridae	Avihepadnavirus	NULL	1	low_coverage	AV1	GCA_000332375.1_AV1_genomic.fna	ORF	KB272672.1	8627	11327	2701	eHBV-Avi.1-Neoaves-eZHBVC	polyprotein	-	349	66.337	0	1	554	830	1802	2695	303	5	71	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona
5238	Cariama_cristata	Cariama_cristata_5238	ehbv-avi.1-neoaves	eHBV-Avi.1-Neoaves-eZHBVC	Hepadnaviridae	Avihepadnavirus	NULL	1	low_coverage	bgi_2011-10-28	Cariama_cristata.scaf.noBacterial.fa	ORF	scaffold329	14075	17036	2962	eHBV-Avi.1-Neoaves-eZHBVC	polyprotein	+	327	68.401	0	1	141	408	855	1658	269	2	83	Aves	Neognathae	Neoaves	NULL	NULL	Gruiformes	Cariamidae	Cariama
5260	Eopsaltria_australis	Eopsaltria_australis_5260	ehbv-avi.1-neoaves	eHBV-Avi.1-Neoaves-eZHBVC	Hepadnaviridae	Avihepadnavirus	NULL	1	low_coverage	eyr_v1	GCA_003426825.1_eyr_v1_genomic.fna	ORF	QKXG01011186.1	477310	479977	2668	eHBV-Avi.1-Neoaves-eZHBVC	polyprotein	-	456	55.172	1	148	278	820	1115	2668	551	12	206	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Petroicidae	Eopsaltria
5245	Chlamydotis_macqueenii	Chlamydotis_macqueenii_5245	ehbv-avi.1-neoaves	eHBV-Avi.1-Neoaves-eZHBVC	Hepadnaviridae	Avihepadnavirus	NULL	1	low_coverage	ASM69519v1	187382_ref_ASM69519v1_chrUn.fa	ORF	gi|702204593|ref|NW_010470167.1|	64613	67039	2427	eHBV-Avi.1-Neoaves-eZHBVC	polyprotein	-	251	80.128	0	1	589	743	1713	2180	156	1	30	Aves	Neognathae	Neoaves	NULL	NULL	Gruiformes	Otididae	Chlamydotis
5246	Chlamydotis_undulata	Chlamydotis_undulata_5246	ehbv-avi.1-neoaves	eHBV-Avi.1-Neoaves-eZHBVC	Hepadnaviridae	Avihepadnavirus	NULL	1	low_coverage	bgi_2011-10-28	Chlamydotis_undulata.scaf.noBacterial.fa	ORF	scaffold36512	64613	67039	2427	eHBV-Avi.1-Neoaves-eZHBVC	polyprotein	-	251	80.128	0	1	589	743	1713	2180	156	1	30	Aves	Neognathae	Neoaves	NULL	NULL	Gruiformes	Otididae	Chlamydotis
5400	Opisthocomus_hoazin	Opisthocomus_hoazin_5400	ehbv-avi.1-neoaves	ehbv-avi.51-Opisthocomus	Hepadnaviridae	Avihepadnavirus	NULL	1	low_coverage	bgi_2011-10-28	Ophisthocomus_hoazin.scaf.noBacterial.fa	ORF	scaffold15	2939250	2940859	1610	ehbv-avi.51-Opisthocomus	polyprotein	-	234	99.174	0	1	268	388	810	1172	121	0	1	Aves	Neognathae	Neoaves	NULL	NULL	Opisthocomiformes	Opisthocomidae	Opisthocomus
5524	Taeniopygia_guttata	Taeniopygia_guttata_5524	eHBV-Avi.2-Estrildidae-eZHBV_M_HAS	eHBV-Avi.2-Estrildidae-eZHBV_M_HAS	Hepadnaviridae	Avihepadnavirus	NULL	2	low_coverage	goldenpath_taeGut2	taeGut2.fa	ORF	chrUn_ABQF01105392	571	1071	501	eHBV-Avi.2-Estrildidae-eZHBV_M_HAS	polyprotein	+	132	64.493	1	42	1	133	10	414	138	4	41	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Estrildidae	Taeniopygia
5314	Lonchura_striata_domestica	Lonchura_striata_domestica_5314	eHBV-Avi.2-Estrildidae-eZHBV_M_HAS	eHBV-Avi.2-Estrildidae-eZHBV_M_HAS	Hepadnaviridae	Avihepadnavirus	NULL	2	low_coverage	LonStrDom1	GCF_002197715.1_LonStrDom1_genomic.fna	ORF	NW_018655172.1	851476	852035	560	eHBV-Avi.2-Estrildidae-eZHBV_M_HAS	polyprotein	-	206	80.882	2	71	1	133	15	404	136	4	17	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Estrildidae	Lonchura
5529	Taeniopygia_guttata	Taeniopygia_guttata_5529	eHBV-Avi.2-Estrildidae-eZHBV_M_HAS	eHBV-Avi.2-Estrildidae-eZHBV_M_HAS	Hepadnaviridae	Avihepadnavirus	NULL	2	low_coverage	goldenpath_taeGut2	taeGut2.fa	ORF	chr6	33336946	33337482	537	eHBV-Avi.2-Estrildidae-eZHBV_M_HAS	polyprotein	+	166	70.29	9	56	1	133	10	414	138	4	33	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Estrildidae	Taeniopygia
2525	Erythrura_gouldiae	Erythrura_gouldiae_2525	eHBV-Avi.3-Passeriformes-eZHBV_O1_HAS	eHBV-Avi.3-Passeriformes-eZHBV_O1_HAS	Hepadnaviridae	Avihepadnavirus	NULL	3	low_coverage	GouldianFinchv1	GCA_003676055.1_GouldianFinch_genomic.fna	ORF	QUSF01000045.1	231528	231764	237	eHBV-Avi.3-Passeriformes-eZHBV_O1_HAS	polyprotein	+	144	87.342	1	49	10	88	1	237	79	0	10	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Estrildidae	Erythrura
2549	Geospiza_fortis	Geospiza_fortis_2549	eHBV-Avi.3-Passeriformes-eZHBV_O1_HAS	eHBV-Avi.3-Passeriformes-eZHBV_O1_HAS	Hepadnaviridae	Avihepadnavirus	NULL	3	low_coverage	goldenpath_geoFor1	geoFor1.fa_2.fa	ORF	JH740100	339671	339940	270	eHBV-Avi.3-Passeriformes-eZHBV_O1_HAS	polyprotein	-	132	85.915	5	45	18	88	58	270	71	0	10	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Thraupidae	Geospiza
4581	Passer_domesticus	Passer_domesticus_4581	eHBV-Avi.3-Passeriformes-eZHBV_O1_HAS	eHBV-Avi.3-Passeriformes-eZHBV_O1_HAS	Hepadnaviridae	Avihepadnavirus	NULL	3	low_coverage	Passer_domesticus-1.0	GCA_001700915.1_Passer_domesticus-1.0_genomic.fna	ORF	CM004550.1	2349645	2349896	252	eHBV-Avi.3-Passeriformes-eZHBV_O1_HAS	polyprotein	-	147	82.143	7	51	5	88	1	252	84	0	15	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Passeridae	Passer
3014	Zonotrichia_albicollis	Zonotrichia_albicollis_3014	eHBV-Avi.3-Passeriformes-eZHBV_O1_HAS	eHBV-Avi.3-Passeriformes-eZHBV_O1_HAS	Hepadnaviridae	Avihepadnavirus	NULL	3	low_coverage	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	ORF	gi|538540917|ref|NW_005081943.1|	120022	120234	213	eHBV-Avi.3-Passeriformes-eZHBV_O1_HAS	polyprotein	-	138	91.549	1	47	18	88	1	213	71	0	6	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Passerellidae	Zonotrichia
2580	Lonchura_striata_domestica	Lonchura_striata_domestica_2580	eHBV-Avi.3-Passeriformes-eZHBV_O1_HAS	eHBV-Avi.3-Passeriformes-eZHBV_O1_HAS	Hepadnaviridae	Avihepadnavirus	NULL	3	low_coverage	LonStrDom1	GCF_002197715.1_LonStrDom1_genomic.fna	ORF	NW_018655127.1	2248635	2248871	237	eHBV-Avi.3-Passeriformes-eZHBV_O1_HAS	polyprotein	-	145	88.608	3	50	10	88	1	237	79	0	9	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Estrildidae	Lonchura
4413	Junco_hyemalis	Junco_hyemalis_4413	eHBV-Avi.3-Passeriformes-eZHBV_O1_HAS	eHBV-Avi.3-Passeriformes-eZHBV_O1_HAS	Hepadnaviridae	Avihepadnavirus	NULL	3	low_coverage	ASM382977v1	GCA_003829775.1_ASM382977v1_genomic.fna	ORF	QZWM01000957.1	3658367	3658579	213	eHBV-Avi.3-Passeriformes-eZHBV_O1_HAS	polyprotein	+	138	91.549	1	47	18	88	1	213	71	0	6	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Passerellidae	Junco
2914	Serinus_canaria	Serinus_canaria_2914	eHBV-Avi.3-Passeriformes-eZHBV_O1_HAS	eHBV-Avi.3-Passeriformes-eZHBV_O1_HAS	Hepadnaviridae	Avihepadnavirus	NULL	3	low_coverage	ncbi_100	9135_ref_SCA1_chrUn.fa	ORF	gi|668343291|ref|NW_007931190.1|	2105475	2105687	213	eHBV-Avi.3-Passeriformes-eZHBV_O1_HAS	polyprotein	+	134	88.732	5	46	18	88	1	213	71	0	8	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Fringillidae	Serinus
4748	Sporophila_hypoxantha	Sporophila_hypoxantha_4748	eHBV-Avi.4-Passeriformes-eZHBV_O2_HAS	eHBV-Avi.4-Passeriformes-eZHBV_O2_HAS	Hepadnaviridae	Avihepadnavirus	NULL	4	low_coverage	SpoHypox2.0	GCA_002167245.1_SpoHypox2.0_genomic.fna	ORF	NDFG01000330.1	243750	243887	138	eHBV-Avi.4-Passeriformes-eZHBV_O2_HAS	polyprotein	-	86	91.304	8	28	1	46	1	138	46	0	4	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Thraupidae	Sporophila
4378	Erythrura_gouldiae	Erythrura_gouldiae_4378	eHBV-Avi.5-Passeriformes-eZHBV_O3_HAS	eHBV-Avi.5-Passeriformes-eZHBV_O3_HAS	Hepadnaviridae	Avihepadnavirus	NULL	5	low_coverage	GouldianFinchv1	GCA_003676055.1_GouldianFinch_genomic.fna	ORF	QUSF01000021.1	3345826	3346113	288	eHBV-Avi.5-Passeriformes-eZHBV_O3_HAS	polyprotein	+	157	84.375	4	54	14	109	1	288	96	0	15	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Estrildidae	Erythrura
4422	Lonchura_striata_domestica	Lonchura_striata_domestica_4422	eHBV-Avi.5-Passeriformes-eZHBV_O3_HAS	eHBV-Avi.5-Passeriformes-eZHBV_O3_HAS	Hepadnaviridae	Avihepadnavirus	NULL	5	low_coverage	LonStrDom1	GCF_002197715.1_LonStrDom1_genomic.fna	ORF	NW_018656392.1	5192620	5192895	276	eHBV-Avi.5-Passeriformes-eZHBV_O3_HAS	polyprotein	+	151	83.696	4	52	21	112	1	276	92	0	15	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Estrildidae	Lonchura
4739	Setophaga_coronata	Setophaga_coronata_4739	eHBV-Avi.5-Passeriformes-eZHBV_O3_HAS	eHBV-Avi.5-Passeriformes-eZHBV_O3_HAS	Hepadnaviridae	Avihepadnavirus	NULL	5	low_coverage	mywagenomev1.1	GCA_001746935.1_mywagenomev1.1_genomic.fna	ORF	MDLI01000068.1	1752377	1752745	369	eHBV-Avi.5-Passeriformes-eZHBV_O3_HAS	polyprotein	+	125	59.848	5	41	1	112	1	369	132	3	24	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Parulidae	Setophaga
2933	Sporophila_hypoxantha	Sporophila_hypoxantha_2933	eHBV-Avi.5-Passeriformes-eZHBV_O3_HAS	eHBV-Avi.5-Passeriformes-eZHBV_O3_HAS	Hepadnaviridae	Avihepadnavirus	NULL	5	low_coverage	SpoHypox2.0	GCA_002167245.1_SpoHypox2.0_genomic.fna	ORF	NDFG01000433.1	3403750	3404070	321	eHBV-Avi.5-Passeriformes-eZHBV_O3_HAS	polyprotein	-	133	71.028	2	44	1	92	1	321	107	1	16	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Thraupidae	Sporophila
5287	Geospiza_fortis	Geospiza_fortis_5287	eHBV-Avi.5-Passeriformes-eZHBV_O3_HAS	eHBV-Avi.5-Passeriformes-eZHBV_O3_HAS	Hepadnaviridae	Avihepadnavirus	NULL	5	low_coverage	goldenpath_geoFor1	geoFor1.fa_2.fa	ORF	JH739974	1977376	1977825	450	eHBV-Avi.5-Passeriformes-eZHBV_O3_HAS	polyprotein	-	181	74.803	1	62	1	112	70	450	127	1	17	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Thraupidae	Geospiza
4763	Taeniopygia_guttata	Taeniopygia_guttata_4763	eHBV-Avi.5-Passeriformes-eZHBV_O3_HAS	eHBV-Avi.5-Passeriformes-eZHBV_O3_HAS	Hepadnaviridae	Avihepadnavirus	NULL	5	low_coverage	goldenpath_taeGut2	taeGut2.fa	ORF	chr1A	68942502	68942804	303	eHBV-Avi.5-Passeriformes-eZHBV_O3_HAS	polyprotein	+	171	86.869	8	60	14	112	7	303	99	0	13	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Estrildidae	Taeniopygia
5501	Serinus_canaria	Serinus_canaria_5501	eHBV-Avi.5-Passeriformes-eZHBV_O3_HAS	eHBV-Avi.5-Passeriformes-eZHBV_O3_HAS	Hepadnaviridae	Avihepadnavirus	NULL	5	low_coverage	ncbi_100	9135_ref_SCA1_chrUn.fa	ORF	gi|668343329|ref|NW_007931152.1|	4719878	4720222	345	eHBV-Avi.5-Passeriformes-eZHBV_O3_HAS	polyprotein	-	179	82.143	1	62	1	112	10	345	112	0	20	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Fringillidae	Serinus
5301	Hemignathus_virens	Hemignathus_virens_5301	eHBV-Avi.5-Passeriformes-eZHBV_O3_HAS	eHBV-Avi.5-Passeriformes-eZHBV_O3_HAS	Hepadnaviridae	Avihepadnavirus	NULL	5	low_coverage	ASM328649v1	GCA_003286495.1_ASM328649v1_genomic.fna	ORF	LTAT01000002.1	68999779	69000174	396	eHBV-Avi.5-Passeriformes-eZHBV_O3_HAS	polyprotein	+	187	85.321	1	65	1	109	70	396	109	0	16	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Fringillidae	Hemignathus
2548	Geospiza_fortis	Geospiza_fortis_2548	eHBV-Avi.6-Passeriformes-eZHBV_O4_HAS	eHBV-Avi.6-Passeriformes-eZHBV_O4_HAS	Hepadnaviridae	Avihepadnavirus	NULL	6	low_coverage	goldenpath_geoFor1	geoFor1.fa_2.fa	ORF	JH739935	5019078	5019317	240	eHBV-Avi.6-Passeriformes-eZHBV_O4_HAS	polyprotein	+	91	88.235	5	29	5	55	1	153	51	0	6	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Thraupidae	Geospiza
4933	Lonchura_striata_domestica	Lonchura_striata_domestica_4933	eHBV-Avi.6-Passeriformes-eZHBV_O4_HAS	eHBV-Avi.6-Passeriformes-eZHBV_O4_HAS	Hepadnaviridae	Avihepadnavirus	NULL	6	low_coverage	LonStrDom1	GCF_002197715.1_LonStrDom1_genomic.fna	ORF	NW_018654818.1	2770861	2771079	219	eHBV-Avi.6-Passeriformes-eZHBV_O4_HAS	polyprotein	+	107	98.148	8	36	2	55	1	162	54	0	1	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Estrildidae	Lonchura
2750	Passer_domesticus	Passer_domesticus_2750	eHBV-Avi.6-Passeriformes-eZHBV_O4_HAS	eHBV-Avi.6-Passeriformes-eZHBV_O4_HAS	Hepadnaviridae	Avihepadnavirus	NULL	6	low_coverage	Passer_domesticus-1.0	GCA_001700915.1_Passer_domesticus-1.0_genomic.fna	ORF	CM004535.1	8032888	8033022	135	eHBV-Avi.6-Passeriformes-eZHBV_O4_HAS	polyprotein	+	79	86.667	9	25	8	52	1	135	45	0	6	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Passeridae	Passer
